Directorate,Question Text,Response Answer,Response Score,Question Status,Assignment Category,Person Number,User Person Type,System Person Type,Enterprise Hire Date,Month,Response Text,Response (%),Response Status,Grade Name,Length Of Service,LOS Bands
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,226194,Permanent,Employee,26/09/2022,2023 / 02,,1,Submitted,Scale F,0.432876712,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,226194,Permanent,Employee,26/09/2022,2023 / 02,,1,Submitted,Scale F,0.432876712,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Disagree,,Active,Standard full time,226194,Permanent,Employee,26/09/2022,2023 / 02,,1,Submitted,Scale F,0.432876712,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Disagree,,Active,Standard full time,226194,Permanent,Employee,26/09/2022,2023 / 02,,1,Submitted,Scale F,0.432876712,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Disagree,,Active,Standard full time,226224,Permanent,Employee,08/08/2022,2023 / 05,,1,Submitted,Scale E,0.95890411,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Disagree,,Active,Standard full time,226224,Permanent,Employee,08/08/2022,2023 / 05,,1,Submitted,Scale E,0.95890411,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,226254,Permanent,Employee,08/08/2022,2023 / 04,,1,Submitted,Scale F,0.797260274,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Disagree,,Active,Standard full time,226254,Permanent,Employee,08/08/2022,2023 / 04,,1,Submitted,Scale F,0.797260274,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Disagree,,Active,Standard full time,226255,Permanent,Employee,15/08/2022,2023 / 02,,1,Submitted,Scale H,0.531506849,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,226255,Permanent,Employee,15/08/2022,2023 / 02,,1,Submitted,Scale H,0.531506849,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,226255,Permanent,Employee,15/08/2022,2023 / 02,,1,Submitted,Scale H,0.531506849,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Prefer not to say,,Active,Standard full time,226255,Permanent,Employee,15/08/2022,2023 / 02,,1,Submitted,Scale H,0.531506849,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,226255,Permanent,Employee,15/08/2022,2023 / 02,,1,Submitted,Scale H,0.531506849,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,226442,Permanent,Employee,26/09/2022,2023 / 06,,1,Submitted,Scale E,0.961643836,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,226442,Permanent,Employee,26/09/2022,2023 / 06,,1,Submitted,Scale E,0.961643836,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,226448,Permanent,Employee,19/09/2022,2023 / 03,,1,Submitted,Scale F,0.567123288,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,226448,Permanent,Employee,19/09/2022,2023 / 03,,1,Submitted,Scale F,0.567123288,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,226545,Permanent,Employee,26/09/2022,2023 / 03,,1,Submitted,Scale G,0.536986301,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,226545,Permanent,Employee,26/09/2022,2023 / 03,,1,Submitted,Scale G,0.536986301,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,226595,Permanent,Employee,19/09/2022,2023 / 03,,1,Submitted,Scale E,0.528767123,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,226595,Permanent,Employee,19/09/2022,2023 / 03,,1,Submitted,Scale E,0.528767123,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,226595,Permanent,Employee,19/09/2022,2023 / 03,,1,Submitted,Scale E,0.528767123,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,226595,Permanent,Employee,19/09/2022,2023 / 03,,1,Submitted,Scale E,0.528767123,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,226595,Permanent,Employee,19/09/2022,2023 / 03,,1,Submitted,Scale E,0.528767123,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Strongly Disagree,,Active,Standard full time,226212,Permanent,Employee,05/09/2022,2023 / 02,,1,Submitted,Scale GP,0.490410959,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Disagree,,Active,Standard full time,226212,Permanent,Employee,05/09/2022,2023 / 02,,1,Submitted,Scale GP,0.490410959,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,226212,Permanent,Employee,05/09/2022,2023 / 02,,1,Submitted,Scale GP,0.490410959,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Disagree,,Active,Standard full time,226212,Permanent,Employee,05/09/2022,2023 / 02,,1,Submitted,Scale GP,0.490410959,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,226212,Permanent,Employee,05/09/2022,2023 / 02,,1,Submitted,Scale GP,0.490410959,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,226220,Permanent,Employee,05/09/2022,2023 / 05,,1,Submitted,Scale GP,0.912328767,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Agree,,Active,Standard full time,226220,Permanent,Employee,05/09/2022,2023 / 05,,1,Submitted,Scale GP,0.912328767,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Disagree,,Active,Standard full time,226869,Permanent,Employee,19/09/2022,2023 / 04,,1,Submitted,Scale F,0.561643836,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,226869,Permanent,Employee,19/09/2022,2023 / 04,,1,Submitted,Scale F,0.561643836,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,226994,Fixed-term,Employee,07/11/2022,2023 / 02,,1,Submitted,Scale H,0.317808219,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Not Answered,,Active,Standard full time,226994,Fixed-term,Employee,07/11/2022,2023 / 02,,1,Submitted,Scale H,0.317808219,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,226994,Fixed-term,Employee,07/11/2022,2023 / 02,,1,Submitted,Scale H,0.317808219,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,226994,Fixed-term,Employee,07/11/2022,2023 / 02,,1,Submitted,Scale H,0.317808219,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,226994,Fixed-term,Employee,07/11/2022,2023 / 02,,1,Submitted,Scale H,0.317808219,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Not Answered,,Active,Standard full time,222041,Permanent,Employee,07/11/2022,2023 / 08,,1,Submitted,Scale F,0.863013699,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Not Answered,,Active,Standard full time,222041,Permanent,Employee,07/11/2022,2023 / 08,,1,Submitted,Scale F,0.863013699,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222021,Fixed-term,Employee,21/11/2022,2023 / 07,,1,Submitted,Scale D,0.736986301,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,222021,Fixed-term,Employee,21/11/2022,2023 / 07,,1,Submitted,Scale D,0.736986301,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,222098,Permanent,Employee,23/01/2023,2023 / 05,,1,Submitted,Scale F,0.317808219,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Agree,,Active,Standard full time,222098,Permanent,Employee,23/01/2023,2023 / 05,,1,Submitted,Scale F,0.317808219,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222251,Permanent,Employee,24/10/2022,2023 / 08,,1,Submitted,Scale G,1.063013699,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222251,Permanent,Employee,24/10/2022,2023 / 08,,1,Submitted,Scale G,1.063013699,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222401,Permanent,Employee,07/11/2022,2023 / 10,,1,Submitted,Scale H,0.969863014,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Agree,,Active,Standard full time,222401,Permanent,Employee,07/11/2022,2023 / 10,,1,Submitted,Scale H,0.969863014,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Disagree,,Active,Standard full time,222529,Fixed-term,Employee,21/11/2022,2023 / 10,,1,Submitted,Scale F,0.95890411,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Disagree,,Active,Standard full time,222529,Fixed-term,Employee,21/11/2022,2023 / 10,,1,Submitted,Scale F,0.95890411,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222520,Fixed-term,Employee,21/11/2022,2023 / 08,,1,Submitted,Scale J,0.778082192,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222520,Fixed-term,Employee,21/11/2022,2023 / 08,,1,Submitted,Scale J,0.778082192,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222595,Permanent,Employee,13/02/2023,2023 / 09,,1,Submitted,Scale E,0.621917808,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,222595,Permanent,Employee,13/02/2023,2023 / 09,,1,Submitted,Scale E,0.621917808,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Strongly Agree,,Active,Standard full time,222226,Permanent,Employee,12/12/2022,2023 / 02,,1,Submitted,Scale G,0.221917808,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Strongly Agree,,Active,Standard full time,222226,Permanent,Employee,12/12/2022,2023 / 02,,1,Submitted,Scale G,0.221917808,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,222226,Permanent,Employee,12/12/2022,2023 / 02,,1,Submitted,Scale G,0.221917808,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,222226,Permanent,Employee,12/12/2022,2023 / 02,,1,Submitted,Scale G,0.221917808,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222226,Permanent,Employee,12/12/2022,2023 / 02,,1,Submitted,Scale G,0.221917808,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,222222,Fixed-term,Employee,19/12/2022,2023 / 03,,1,Submitted,Scale J,0.279452055,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Prefer not to say,,Active,Standard full time,222222,Fixed-term,Employee,19/12/2022,2023 / 03,,1,Submitted,Scale J,0.279452055,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,222222,Fixed-term,Employee,19/12/2022,2023 / 03,,1,Submitted,Scale J,0.279452055,0 - 5 Years
