Directorate,Question Text,Question Text Group,Response Answer,Assignment Category,Person Number,Termination Date,Allocation Date,User Person Type,Enterprise Hire Date,Month,Response Text,Response Date and Time,Grade Name,Length Of Service
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Not Answered,Standard full time,775925,13/10/2023,18/09/2023,Permanent,04/07/2022,2023 / 10,,10/10/2023,Scale I,1.276712329
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Not Answered,Standard full time,775925,13/10/2023,18/09/2023,Permanent,04/07/2022,2023 / 10,,10/10/2023,Scale I,1.276712329
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Not Answered,Standard full time,775925,13/10/2023,18/09/2023,Permanent,04/07/2022,2023 / 10,,10/10/2023,Scale I,1.276712329
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Not Answered,Standard full time,775925,13/10/2023,18/09/2023,Permanent,04/07/2022,2023 / 10,,10/10/2023,Scale I,1.276712329
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Not Answered,Standard full time,775925,13/10/2023,18/09/2023,Permanent,04/07/2022,2023 / 10,,10/10/2023,Scale I,1.276712329
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard part time,776010,10/01/2023,28/11/2022,Fixed-term,11/07/2022,2022 / 12,,22/12/2022,Scale F,0.501369863
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard part time,776010,10/01/2023,28/11/2022,Fixed-term,11/07/2022,2022 / 12,,22/12/2022,Scale F,0.501369863
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard part time,776010,10/01/2023,28/11/2022,Fixed-term,11/07/2022,2022 / 12,,22/12/2022,Scale F,0.501369863
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard part time,776010,10/01/2023,28/11/2022,Fixed-term,11/07/2022,2022 / 12,,22/12/2022,Scale F,0.501369863
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard part time,776010,10/01/2023,28/11/2022,Fixed-term,11/07/2022,2022 / 12,,22/12/2022,Scale F,0.501369863
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,776047,05/04/2023,29/03/2023,Permanent,10/10/2022,2023 / 03,,31/03/2023,Scale G,0.484931507
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,776047,05/04/2023,29/03/2023,Permanent,10/10/2022,2023 / 03,,31/03/2023,Scale G,0.484931507
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,776047,05/04/2023,29/03/2023,Permanent,10/10/2022,2023 / 03,,31/03/2023,Scale G,0.484931507
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,776047,05/04/2023,29/03/2023,Permanent,10/10/2022,2023 / 03,,31/03/2023,Scale G,0.484931507
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,776047,05/04/2023,29/03/2023,Permanent,10/10/2022,2023 / 03,,31/03/2023,Scale G,0.484931507
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Disagree,Standard full time,776194,03/03/2023,01/02/2023,Permanent,26/09/2022,2023 / 02,,27/02/2023,Scale F,0.432876712
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,776194,03/03/2023,01/02/2023,Permanent,26/09/2022,2023 / 02,,27/02/2023,Scale F,0.432876712
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,776194,03/03/2023,01/02/2023,Permanent,26/09/2022,2023 / 02,,27/02/2023,Scale F,0.432876712
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Disagree,Standard full time,776194,03/03/2023,01/02/2023,Permanent,26/09/2022,2023 / 02,,27/02/2023,Scale F,0.432876712
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Disagree,Standard full time,776194,03/03/2023,01/02/2023,Permanent,26/09/2022,2023 / 02,,27/02/2023,Scale F,0.432876712
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,776274,24/07/2023,02/05/2023,Permanent,08/08/2022,2023 / 05,,23/05/2023,Scale E,0.95890411
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Strongly Disagree,Standard full time,776274,24/07/2023,02/05/2023,Permanent,08/08/2022,2023 / 05,,23/05/2023,Scale E,0.95890411
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Disagree,Standard full time,776274,24/07/2023,02/05/2023,Permanent,08/08/2022,2023 / 05,,23/05/2023,Scale E,0.95890411
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,776274,24/07/2023,02/05/2023,Permanent,08/08/2022,2023 / 05,,23/05/2023,Scale E,0.95890411
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Strongly Disagree,Standard full time,776274,24/07/2023,02/05/2023,Permanent,08/08/2022,2023 / 05,,23/05/2023,Scale E,0.95890411
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Strongly Disagree,Standard full time,776254,26/05/2023,24/04/2023,Permanent,08/08/2022,2023 / 04,,28/04/2023,Scale F,0.797260274
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Strongly Disagree,Standard full time,776254,26/05/2023,24/04/2023,Permanent,08/08/2022,2023 / 04,,28/04/2023,Scale F,0.797260274
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,776254,26/05/2023,24/04/2023,Permanent,08/08/2022,2023 / 04,,28/04/2023,Scale F,0.797260274
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Disagree,Standard full time,776254,26/05/2023,24/04/2023,Permanent,08/08/2022,2023 / 04,,28/04/2023,Scale F,0.797260274
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Strongly Disagree,Standard full time,776254,26/05/2023,24/04/2023,Permanent,08/08/2022,2023 / 04,,28/04/2023,Scale F,0.797260274
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,776255,25/02/2023,26/01/2023,Permanent,15/08/2022,2023 / 02,,10/02/2023,Scale H,0.531506849
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,776255,25/02/2023,26/01/2023,Permanent,15/08/2022,2023 / 02,,10/02/2023,Scale H,0.531506849
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,776255,25/02/2023,26/01/2023,Permanent,15/08/2022,2023 / 02,,10/02/2023,Scale H,0.531506849
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Prefer not to say,Standard full time,776255,25/02/2023,26/01/2023,Permanent,15/08/2022,2023 / 02,,10/02/2023,Scale H,0.531506849
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,776255,25/02/2023,26/01/2023,Permanent,15/08/2022,2023 / 02,,10/02/2023,Scale H,0.531506849
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Strongly Agree,Standard full time,776447,12/09/2023,14/06/2023,Permanent,26/09/2022,2023 / 06,,20/06/2023,Scale E,0.961643836
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard full time,776447,12/09/2023,14/06/2023,Permanent,26/09/2022,2023 / 06,,20/06/2023,Scale E,0.961643836
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,776447,12/09/2023,14/06/2023,Permanent,26/09/2022,2023 / 06,,20/06/2023,Scale E,0.961643836
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Disagree,Standard full time,776447,12/09/2023,14/06/2023,Permanent,26/09/2022,2023 / 06,,20/06/2023,Scale E,0.961643836
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Disagree,Standard full time,776447,12/09/2023,14/06/2023,Permanent,26/09/2022,2023 / 06,,20/06/2023,Scale E,0.961643836
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Disagree,Standard full time,776448,14/04/2023,15/03/2023,Permanent,19/09/2022,2023 / 03,,15/03/2023,Scale F,0.567123288
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Strongly Disagree,Standard full time,776448,14/04/2023,15/03/2023,Permanent,19/09/2022,2023 / 03,,15/03/2023,Scale F,0.567123288
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,776448,14/04/2023,15/03/2023,Permanent,19/09/2022,2023 / 03,,15/03/2023,Scale F,0.567123288
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Disagree,Standard full time,776448,14/04/2023,15/03/2023,Permanent,19/09/2022,2023 / 03,,15/03/2023,Scale F,0.567123288
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,776448,14/04/2023,15/03/2023,Permanent,19/09/2022,2023 / 03,,15/03/2023,Scale F,0.567123288
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Strongly Agree,Standard full time,776545,10/04/2023,16/03/2023,Permanent,26/09/2022,2023 / 03,,22/03/2023,Scale G,0.536986301
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,776545,10/04/2023,16/03/2023,Permanent,26/09/2022,2023 / 03,,22/03/2023,Scale G,0.536986301
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,776545,10/04/2023,16/03/2023,Permanent,26/09/2022,2023 / 03,,22/03/2023,Scale G,0.536986301
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,776545,10/04/2023,16/03/2023,Permanent,26/09/2022,2023 / 03,,22/03/2023,Scale G,0.536986301
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,776545,10/04/2023,16/03/2023,Permanent,26/09/2022,2023 / 03,,22/03/2023,Scale G,0.536986301
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,776595,31/03/2023,01/03/2023,Permanent,19/09/2022,2023 / 03,,03/03/2023,Scale E,0.528767123
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,776595,31/03/2023,01/03/2023,Permanent,19/09/2022,2023 / 03,,03/03/2023,Scale E,0.528767123
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,776595,31/03/2023,01/03/2023,Permanent,19/09/2022,2023 / 03,,03/03/2023,Scale E,0.528767123
